parent_name,utility_name,respondent_id,year,rate_base_actual,equity_actual,debt_actual,equity_ratio_actual,returns_actual,earnings_actual,interest_actual,fed_tax_expense_actual,pre_tax_net_income_actual,ROR_actual,ROE_actual,interest_rate_actual,equity_ratio,ROR,ROE,interest_rate,effective_fed_tax_rate,equity_authorized,debt_authorized,returns_authorized,earnings_authorized,interest_authorized,interest_rate_authorized
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2016,316759904,134102297,191392533,0.411995167,16941894,8255752,8905842,,10261171,0.05348497,0.063260747,0.046531815,0.4999,0.077546474,0.1,0.054882474,,158348276,158411628,24563613.8,15834827.6,8728786.202,0.055101929
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2015,330776460,143711598,196539346,0.422369432,22109067,12706492,9025033,,13651332,0.066839905,0.090949139,0.045919726,0.499828014,0.078557294,0.1,0.055887994,,165331341.2,165445118.8,25984903.58,16533134.12,9451769.455,0.057129334
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2014,743574472,133291666,201617016,0.39799406,7531004,-1191127,9192186,,-45011,0.01012811,-0.004024918,0.045592313,0.497527379,0.07925,0.1014,0.058256152,,369948658.1,373625813.9,58928276.91,37512793.93,21415482.98,0.057317996
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2013,336634254,124432228,225789760,0.355295305,-30503027,-41908604,12167352,,-42890523,-0.090611774,-0.350392999,0.053887971,0.492953163,0.0814,0.1025,0.060144771,,165944920.3,170689333.7,27402028.28,17009354.33,10392673.95,0.060886487
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2012,424167394,163029903,258130357,0.387097071,-23360090,-38868542,14303753,,-36423246,-0.055072809,-0.236723342,0.055412905,0.49,0.0822,0.10325,0.061017739,,207842023.1,216325370.9,34866559.79,21459688.88,13406870.91,0.06197549
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2011,484939086,194325100,287786463,0.403070814,-36311607,-50570567,15726623,,-46591143,-0.074878697,-0.25871957,0.054646848,0.4915,0.08326724,0.104332841,0.061885134,,238347560.8,246591525.2,40379539.24,24867478.18,15512061.06,0.062905897
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2010,576301642,241936609,331527378,0.421886316,-3497327,-13148137,17796985,,-5721937,-0.00606857,-0.054077789,0.053681796,0.4884,0.0834,0.105,0.062882313,,281465722,294835920,48063556.94,29553900.81,18509656.14,0.062779515
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2009,623006625,246757022,372779454,0.398292968,2109462,5253156,13474044,,5924586,0.003385938,0.021170202,0.036144814,0.4799,0.08321724,0.105,0.06275424,,298980879.3,324025745.7,51844891.81,31392992.33,20451899.48,0.063118131
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2008,444465731,239300539,204372456,0.539362417,39638528,30279575,9923107,,35040894,0.089182417,0.126307986,0.048554033,0.4766,0.084009878,0.105000401,0.063134494,,211832367.4,232633363.6,37339512,22242483.46,15097028.55,0.064896231
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2007,395108404,208416607,189700000,0.523506438,46829531,33096835,8806737,,46496050,0.118523247,0.160010385,0.046424549,0.475206849,0.085236615,0.107,0.065132182,,187758219.7,207350184.3,33677703.02,20090129.51,13587573.51,0.065529595
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2006,338562495,162241904,188400000,0.462699701,43018232,32765791,6930241,,41684369,0.127061422,0.209161906,0.036784719,0.4722,0.085509682,0.107,0.066009434,,159869210.1,178693284.9,28950371.32,17106005.48,11844365.83,0.066283217
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2005,365927522,120941242,247200000,0.328518591,52097220,42860258,5609937,,52269138,0.142370324,0.356533018,0.02269392,0.47,0.0876,0.108207244,0.067630781,,171985935.3,193941586.7,32055250.93,18610123.99,13445126.94,0.069325652
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2015,125408032,124608032,800000,0.993620823,21488589,21481075,7514,,23526318,0.171349384,0.172389168,0.0093925,0.993620823,0.0093925,0,0.055887994,,124608032,800000,1177894.941,0,1177894.941,1.472368676
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2014,127212958,126412958,800000,0.993711332,18010236,17991579,18657,,19891788,0.141575483,0.142323851,0.02332125,0.993711332,0.02332125,0,0.058256152,,126412958,800000,2966765.197,0,2966765.197,3.708456496
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2013,202365213,134470664,800000,0.994085931,23332808,23313166,19642,,25161887,0.115300489,0.115888801,0.0245525,0.994085931,0.0245525,0,0.060144771,,201168411.2,1196801.772,4968571.892,0,4968571.892,4.151541222
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2012,132269300,131503802,800000,0.993953311,19215389,19194975,20414,,21016848,0.145274746,0.146003246,0.0255175,0.993953311,0.0255175,0,0.061017739,,131469508.6,799791.3771,3375181.863,0,3375181.863,4.220077834
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2011,133996412,133201318,800000,0.994029909,21848331,21275442,572889,,23034135,0.163051612,0.159729808,0.71611125,0.994029909,0.71611125,0,0.061885134,,133196441.3,799970.7107,95956338.09,0,95956338.09,119.9498142
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2010,122496237,121733191,800000,0.993471157,22673188,20749772,1923416,,23119528,0.185092935,0.170504293,2.40427,0.993471157,2.40427,0,0.062882313,,121696478.3,799758.7331,294514027.7,0,294514027.7,368.2535939
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2009,118466534,106533462,12154778,0.897590713,20244792,17076187,3168605,,18776870,0.170890388,0.160589398,0.260688019,0.897590713,0.260688019,0,0.06275424,,106334460.8,12132073.25,30882806.08,0,30882806.08,2.54555058
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2008,122539580,97675518,25237457,0.794672149,22276515,18166958,4109557,,19913185,0.181790365,0.186559699,0.162835622,0.794672149,0.162835622,0,0.063134494,,97378791.39,25160788.61,19953808.69,0,19953808.69,0.7930518
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2007,170431020,88842734,38026450,0.700270398,22429617,16904892,5524725,,19219783,0.13160525,0.141643937,0.145286373,0.700270398,0.145286373,0,0.065132182,,119347798.2,51083221.76,24761304.75,0,24761304.75,0.484724806
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2006,134431304,87067425,47589376,0.646587654,21644917,15158673,6486244,,17515372,0.161010987,0.174394733,0.136296051,0.646587654,0.136296051,0,0.066009434,,86921621.42,47509682.58,18322455.81,0,18322455.81,0.385657298
"Hermiston Generating Co., L.P.","Hermiston Generating Co., L.P.",230,2005,128055174,71064744,57277964,0.553710804,18309314,10753963,7555351,,12831588,0.142979885,0.151666062,0.131906766,0.553710804,0.131906766,0,0.067630781,,70905533.32,57149640.68,16891343.88,0,16891343.88,0.295563431
ISO New England Inc.,ISO New England Inc.,231,2020,96620395,-211473,96285000,-0.002201158,2296941,-138204,2347742,,0,0.023772838,0.64983128,0.024383258,0.5002,0.073849271,0.097625938,0.048939384,,48329521.58,48290873.42,7135345.725,4718214.861,2417130.864,0.050053575
ISO New England Inc.,ISO New England Inc.,231,2019,426275258,-280524,99465000,-0.002828306,2072711,-738354,2724202,,0,0.004862377,0.612418338,0.027388549,0.5003,0.0747,0.098042596,0.050011655,,213265511.6,213009746.4,31842761.77,20909104.31,10933657.46,0.051329376
ISO New England Inc.,ISO New England Inc.,231,2018,411987229,-325058,102645000,-0.003176878,2189417,-648391,2748109,,0,0.005314284,0.495396177,0.026772946,0.5,0.0755,0.098540907,0.052578013,,205993614.5,205993614.5,31105035.79,20298797.64,10806238.15,0.052459093
ISO New England Inc.,ISO New England Inc.,231,2017,399090267,-397480,105825000,-0.003770173,2581609,-74916,2522161,,0,0.006468735,0.049790003,0.023833319,0.499828014,0.076314073,0.0996,0.053785429,,199476495.8,199613771.2,30456203.88,19867858.98,10588344.9,0.05304416
ISO New England Inc.,ISO New England Inc.,231,2016,382833775,-391106,109005000,-0.003600884,2480447,-28968,2380542,,0,0.006479175,0.021013538,0.021838833,0.4999,0.077546474,0.1,0.054882474,,191378604.1,191455170.9,29687409.55,19137860.41,10549549.14,0.055101929
ISO New England Inc.,ISO New England Inc.,231,2015,384548123,-403042,112185000,-0.003605609,2214365,-28886,2130200,,0,0.005758356,0.020833302,0.018988278,0.499828014,0.078557294,0.1,0.055887994,,192207924.8,192340198.2,30209059.91,19220792.48,10988267.43,0.057129334
ISO New England Inc.,ISO New England Inc.,231,2014,114378545,-315468,115365000,-0.002742019,2850510,-132330,2852576,,0,0.024921719,0.421932801,0.024726529,0.497527379,0.07925,0.1014,0.058256152,,56906457.7,57472087.3,9064499.691,5770314.811,3294184.881,0.057317996
ISO New England Inc.,ISO New England Inc.,231,2013,119046830,68546,119215000,0.000574648,2553911,-103222,2521950,,0,0.021452995,-1.508873595,0.021154637,0.492953163,0.0814,0.1025,0.060144771,,58684511.4,60362318.6,9690411.962,6015162.418,3675249.544,0.060886487
ISO New England Inc.,ISO New England Inc.,231,2012,121050095,,121035000,,2123700,-64944,1987104,,0,0.017543976,,0.016417598,0.49,0.0822,0.10325,0.061017739,,59314546.55,61735548.45,9950317.809,6124226.931,3826090.878,0.06197549
ISO New England Inc.,ISO New England Inc.,231,2011,76287680,,75855000,,2577416,-4939,2251986,,0,0.033785481,,0.029688036,0.4915,0.08326724,0.104332841,0.061885134,,37495394.72,38792285.28,6352264.556,3912001.059,2440263.497,0.062905897
ISO New England Inc.,ISO New England Inc.,231,2010,77880713,,77675000,,2708181,38531,2473402,,0,0.034773449,,0.031842961,0.4884,0.0834,0.105,0.062882313,,38036940.23,39843772.77,6495251.464,3993878.724,2501372.74,0.062779515
ISO New England Inc.,ISO New England Inc.,231,2009,79631741,,79495000,,3004453,60800,2541893,,0,0.03772934,,0.031975508,0.4799,0.08321724,0.105,0.06275424,,38215272.51,41416468.49,6626733.699,4012603.613,2614130.086,0.063118131
ISO New England Inc.,ISO New England Inc.,231,2008,81539728,,81315000,,3324142,30159,3058090,,0,0.040767146,,0.037607944,0.4766,0.084009878,0.105000401,0.063134494,,38861834.36,42677893.64,6850142.632,4080508.18,2769634.452,0.064896231
ISO New England Inc.,ISO New England Inc.,231,2007,83494430,,83135000,,4417406,23502,3710391,,0,0.052906595,,0.044630914,0.475206849,0.085236615,0.107,0.065132182,,39677125,43817305,7116782.608,4245452.375,2871330.232,0.065529595
ISO New England Inc.,ISO New England Inc.,231,2006,221303262,,87122525,,3450305,11073,2871134,,0,0.015590846,,0.032955128,0.4722,0.085509682,0.107,0.066009434,,104499400.3,116803861.7,18923571.58,11181435.83,7742135.747,0.066283217
ISO New England Inc.,ISO New England Inc.,231,2005,211033463,52617,100955858,0.000520917,2809611,0,2615660,,0,0.013313581,0,0.025908947,0.47,0.0876,0.108207244,0.067630781,,99185727.61,111847735.4,18486531.36,10732614.18,7753917.178,0.069325652
"Freeport-Mcmoran, Inc.",The Morenci Water & Electric Co.,238,2005,6340096.838,3561821,,,1408288,1408288,,575680,1971293,0.222124052,,,0.47,0.0876,0.108207244,0.067630781,0.292031677,2979845.514,3360251.324,555392.483,322440.8691,232951.6138,0.069325652
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2013,1779804622,380769493,1381271268,0.216095735,94486060,23168097,70703857,,43185646,0.053087883,0.060238179,0.051187525,0.216095735,0.051187525,0,0.060144771,,384608187.6,1395196434,91103792.86,0,91103792.86,0.065298184
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2012,1854348553,360749819,1481706716,0.195798279,73342580,11896579,71492798,,29378108,0.039551669,0.032765881,0.048250303,0.195798279,0.048250303,0,0.061017739,,363078255.7,1491270297,89472879.54,0,89472879.54,0.059997761
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2011,1800575021,346130736,1411189395,0.1969651,70803603,19409386,63824815,,30307679,0.039322773,0.054728216,0.045227675,0.1969651,0.045227675,0,0.061885134,,354650439.8,1445924581,81435821.45,0,81435821.45,0.056320933
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2010,1660525523,335516056,1252244726,0.211313984,60442715,16996125,53876876,,35649615,0.036399751,0.048436876,0.043024239,0.211313984,0.043024239,0,0.062882313,,350892263.3,1309633260,71442846.47,0,71442846.47,0.054551796
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2009,1448390395,322106363,1040272360,0.236429385,12569377,-23201488,41733271,,-5114602,0.008678169,-0.067753034,0.040117639,0.236429385,0.040117639,0,0.06275424,,342442049.7,1105948345,58106003,0,58106003,0.052539527
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2008,1032969112,350688129,600935276,0.368515662,36901906,8654553,26362293,,19872408,0.035724114,0.022735335,0.043868773,0.368515662,0.043868773,0,0.063134494,,380665296.1,652303815.9,45315087.13,0,45315087.13,0.069469296
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2007,858288981,350149191,437237154,0.444698074,43988041,22429704,23688998,,38316175,0.051250851,0.058765814,0.054178831,0.444698074,0.054178831,0,0.065132182,,381679456.7,476609524.3,46501093.9,0,46501093.9,0.097566439
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2006,764968478,330311549,373603060,0.469249458,49074389,25959284,21613701,,40546157,0.064152172,0.072317831,0.057852045,0.469249458,0.057852045,0,0.066009434,,358961044,406007434,44254990.73,0,44254990.73,0.109000444
"Buckeye Power, Inc.","Buckeye Power, Inc.",245,2005,703076073,313619115,341229348,0.478918609,71353596,45736471,21330343,,54993524,0.101487732,0.135830913,0.062510283,0.478918609,0.062510283,0,0.067630781,,336716214.9,366359858.1,43949484.06,0,43949484.06,0.119962608
New York Independent System Operator,New York Independent System Operator,250,2020,398512453,,95143088,,6529112,-443186,6831368,,5459910,0.016383709,,0.071800991,0.5002,0.073849271,0.097625938,0.048939384,,199335929,199176524,29429854.1,19460356.98,9969497.123,0.050053575
New York Independent System Operator,New York Independent System Operator,250,2019,388783484,,95104256,,4866054,-1625245,6265767,,5225940,0.012516103,,0.06588314,0.5003,0.0747,0.098042596,0.050011655,,194508377,194275107,29042126.25,19070106.16,9972020.097,0.051329376
New York Independent System Operator,New York Independent System Operator,250,2018,110650584,,109741998,,1564914,-1143274,2398446,,5484809,0.014142844,,0.021855316,0.5,0.0755,0.098540907,0.052578013,,55325292,55325292,8354119.092,5451804.462,2902314.63,0.052459093
New York Independent System Operator,New York Independent System Operator,250,2017,106763910,,106164134,,2044197,-526136,2286981,,4886425,0.019146891,,0.021541936,0.499828014,0.076314073,0.0996,0.053785429,,53363593.15,53400316.85,8147588.85,5315013.878,2832574.972,0.05304416
New York Independent System Operator,New York Independent System Operator,250,2016,102508458,,102134693,,1911568,-141717,1968212,,4769495,0.018647905,,0.019270749,0.4999,0.077546474,0.1,0.054882474,,51243978.15,51264479.85,7949169.519,5124397.815,2824771.704,0.055101929
New York Independent System Operator,New York Independent System Operator,250,2015,102344591,,102019904,,4849225,652565,4095091,,4778735,0.047381351,,0.040140118,0.499828014,0.078557294,0.1,0.055887994,,51154693.71,51189897.29,8039914.113,5115469.371,2924444.742,0.057129334
New York Independent System Operator,New York Independent System Operator,250,2014,104958227,,104613533,,8067983,791870,7237716,,4589452,0.076868515,,0.069185275,0.497527379,0.07925,0.1014,0.058256152,,52219591.58,52738635.42,8317939.49,5295066.586,3022872.904,0.057317996
New York Independent System Operator,New York Independent System Operator,250,2013,105971869,,105673110,,-3353665,-202013,-3211194,,4362601,-0.031646748,,-0.030387996,0.492953163,0.0814,0.1025,0.060144771,,52239168.02,53732700.98,8626110.137,5354514.722,3271595.415,0.060886487
New York Independent System Operator,New York Independent System Operator,250,2012,88754211,,88491813,,2481825,-50264,2377659,,4240625,0.027962899,,0.026868689,0.49,0.0822,0.10325,0.061017739,,43489563.39,45264647.61,7295596.144,4490297.42,2805298.724,0.06197549
New York Independent System Operator,New York Independent System Operator,250,2011,74191947,,73965605,,7694313,2357658,5244336,,3963011,0.103708196,,0.070902361,0.4915,0.08326724,0.104332841,0.061885134,,36465341.95,37726605.05,6177758.654,3804532.727,2373225.927,0.062905897
New York Independent System Operator,New York Independent System Operator,250,2010,61428057,,61169346,,3200940,19328,3111946,,3339449,0.052108762,,0.050874273,0.4884,0.0834,0.105,0.062882313,,30001463.04,31426593.96,5123099.954,3150153.619,1972946.335,0.062779515
New York Independent System Operator,New York Independent System Operator,250,2009,59782567,,59511927,,-613214,-37062,-662488,,3500063,-0.010257405,,-0.011132021,0.4799,0.08321724,0.105,0.06275424,,28689653.9,31092913.1,4974940.223,3012413.66,1962526.563,0.063118131
New York Independent System Operator,New York Independent System Operator,250,2008,61280068,,60908498,,7832497,-1484437,9316351,,3010542,0.127814757,,0.152956505,0.4766,0.084009878,0.105000401,0.063134494,,29206080.41,32073987.59,5148131.06,3066650.146,2081480.914,0.064896231
New York Independent System Operator,New York Independent System Operator,250,2007,69499231,,68396139,,2931105,-3765488,6674684,,2772521,0.042174639,,0.097588608,0.475206849,0.085236615,0.107,0.065132182,,33026510.58,36472720.42,5923879.215,3533836.632,2390042.582,0.065529595
New York Independent System Operator,New York Independent System Operator,250,2006,87205490,,86254671,,404382,-3359018,3763400,,2779948,0.004637116,,0.04363126,0.4722,0.085509682,0.107,0.066009434,,41178432.38,46027057.62,7456913.727,4406092.264,3050821.463,0.066283217
