parent_name,utility_name,respondent_id,year,rate_base_actual,equity_actual,debt_actual,equity_ratio_actual,returns_actual,earnings_actual,interest_actual,fed_tax_expense_actual,pre_tax_net_income_actual,ROR_actual,ROE_actual,interest_rate_actual,equity_ratio,ROR,ROE,interest_rate,effective_fed_tax_rate,equity_authorized,debt_authorized,returns_authorized,earnings_authorized,interest_authorized,interest_rate_authorized
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2016,3008382207,1409400802,1640137535,0.46216858,152741432,65271938,84656354,-18650686,176874893,0.05077195,0.046945404,0.051615399,0.489009538,0.078589275,0.098000374,0.060013171,-0.105445638,1471127592,1537254615,236426577.9,144171054.2,92255523.69,0.060013171
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2015,2962936604,1329461996,1590029255,0.455374544,140081810,60131709,80930840,-15339490,177005712,0.047278031,0.044566901,0.050898963,0.5128,0.0841,0.1,0.067364532,-0.086660989,1519393891,1443542713,249182968.4,151939389.1,97243579.34,0.067364532
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2014,2812961157,1274385295,1490656516,0.460891871,144031743,64590046,76796869,-8170491,177030791,0.051202891,0.049819895,0.051518823,0.5128,0.0841,0.1,0.067364532,-0.046152937,1442486481,1370474676,236570033.3,144248648.1,92321385.17,0.067364532
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2013,2557023338,1221728391,1290617736,0.486289838,153688193,74513326,75704283,-5874061,183333447,0.060104337,0.059924451,0.058657402,0.5128,0.0841,0.1,0.067364532,-0.032040313,1311241568,1245781770,215045662.7,131124156.8,83921505.95,0.067364532
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2012,2529910181,1265592002,1215578956,0.510078517,144032527,67931302,75756198,-19585220,173737410,0.056931874,0.052641445,0.062321084,0.5128,0.0841,0.1,0.067364532,-0.112728859,1297337941,1232572240,212765446.2,129733794.1,83031652.14,0.067364532
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2011,2471839005,1223618250,1215540176,0.501655914,120666300,45316868,69040047,-51893224,143732207,0.048816407,0.036545488,0.056797832,0.5047,0.0877,0.105,0.070071674,-0.36104103,1247537146,1224301859,216780280.7,130991400.3,85788880.43,0.070071674
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2010,2251147795,1134879217,1055748309,0.518061242,108571599,36171765,69527194,-77689275,122643229,0.048229441,0.031015914,0.065855842,0.5047,0.0877,0.105,0.070071674,-0.633457514,1136154292,1114993503,197425661.6,119296200.7,78129460.95,0.070071674
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2009,2242068685,1160204606,1055732409,0.523572917,78436413,8416464,71374680,39816877,215266706,0.034983947,0.007169743,0.067606791,0.5137,0.0824,0.101,0.062752005,0.184965329,1151750683,1090318002,184746459.6,116326819,68419640.61,0.062752005
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2008,1962484209,1339973948,1055716509,0.55932683,75448524,8700254.018,70687361,17190315,73996935,0.038445417,0.00792611,0.066956764,0.5022,0.0957,0.126,0.065132182,0.232311176,985559569.6,976924639.1,187809738.8,124180505.8,63629233,0.065132182
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2007,1936127335,1404753870,1005669295,0.582783094,60249452,8544720.421,50475043,1328764,98476266,0.031118538,0.007572809,0.050190498,0.5022,0.0957,0.126,0.065132182,0.013493241,972323147.6,963804187.3,185287385.9,122512716.6,62774669.35,0.065132182
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2006,1711383983,1201665009,985609235,0.549389274,86275812,40356654.01,51068820,36374071,144893798,0.05041289,0.042922747,0.05181447,0.5022,0.0957,0.126,0.065132182,0.25103953,859457036.2,851926946.7,163779447.2,108291586.6,55487860.6,0.065132182
"PNM Resources, Inc.",Public Service Co. Of New Mexico,147,2005,1552198473,1019056098,985549175,0.508357486,57582040,15435923.22,49102112,7953410,106872208,0.037097086,0.01956213,0.049822082,0.5022,0.0957,0.126,0.065132182,0.074419815,779514073.3,772684400,148545393.9,98218773.23,50326620.66,0.065132182
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2020,3080978053,1545605471,1377494872,0.52875553,180993353,120954263,57775096,-10763088,175732891,0.058745421,0.074246785,0.04194215,0.474615305,0.0697,0.094,0.047748177,-0.061246861,1462279339,1618698714,214744170.3,137454257.9,77289912.38,0.047748177
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2019,2918841065,1373407075,1390400620,0.496925701,211624325,145415641,62038815,30312803,188379658,0.07250286,0.100255733,0.044619381,0.4851,0.0688,0.093,0.046000583,0.160913356,1415929801,1502911264,200816265.3,131681471.5,69134793.81,0.046000583
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2018,2636008852,1248092691,1290561855,0.491635498,158410165,95050117,58769658,41501557,131257454,0.060094701,0.073343657,0.04553804,0.44,0.0694,0.095,0.049285714,0.316184382,1159843895,1476164957,182939014.3,110185170,72753844.32,0.049285714
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2017,2589984652,1215336330,1290708876,0.484961854,132796746,79424956,57586438,-73225472,162547087,0.051273179,0.063234227,0.044616132,0.44,0.0694,0.095,0.049285714,-0.450487753,1139593247,1450391405,179744934.8,108261358.5,71483576.4,0.049285714
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2016,2583181256,1214213563,1290842101,0.484705223,152050879,100867537,59362447,-25800093,190151281,0.05886187,0.080559885,0.045987381,0.48003779,0.0763,0.098000374,0.056265853,-0.135681931,1240024622,1343156634,197096729.8,121522876.7,75573853.15,0.056265853
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2015,2488521852,1119986871,1290949862,0.464544281,146896833,88312132,59115862,-3738038,181072597,0.059029754,0.076392688,0.045792531,0.4584,0.0817,0.1015,0.064941654,-0.020643864,1140738417,1347783435,203312235.3,115784949.3,87527285.99,0.064941654
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2014,2158670109,1028214326,1041036006,0.496901854,143498272,88856420,51479704,-21440461,174472852,0.066475313,0.082838441,0.049450455,0.4584,0.0817,0.1015,0.064941654,-0.12288709,989534378,1169135731,176363347.9,100437739.4,75925608.54,0.064941654
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2013,2011795660,942100536,999809539,0.485141175,152036772,98860714,51135278,2508147,208895984,0.075572671,0.101291206,0.051145019,0.4584,0.0817,0.1015,0.064941654,0.012006679,922207130.5,1089588529,164363705.4,93604023.75,70759681.67,0.064941654
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2012,1931845065,916277931,949870835,0.490999404,167455991,112169912,50973244,23957259,224263594,0.086681895,0.118255983,0.053663343,0.4584,0.0817,0.1015,0.064941654,0.10682634,885557777.8,1046287287,157831741.8,89884114.45,67947627.36,0.064941654
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2011,1922154282,892805058,947364416,0.485175453,178374201,123674239,53444998,9816788,233551720,0.092799107,0.132614858,0.056414403,0.441,0.0831,0.105,0.065822898,0.042032608,847670038.4,1074484244,159731020.8,89005354.03,70725666.81,0.065822898
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2010,1878067580,847354003,971185586,0.465953014,138445885,75083678,57039491,-36076897,165008699,0.073717201,0.08580097,0.058731814,0.441,0.0831,0.105,0.065822898,-0.218636334,828227802.8,1049839777,156067415.9,86963919.29,69103496.61,0.065822898
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2009,1860625002,817000233,968121476,0.457672006,131043539,71950641,53210977,-8767012,160667931,0.07042985,0.084493143,0.05496312,0.4602,0.0801,0.1,0.063134494,-0.054566035,856259625.9,1004365376,149036062.7,85625962.59,63410100.07,0.063134494
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2008,1646920919,753507233,884858538,0.459913925,142502100,65592261,52526285,-30955513,159005948,0.086526377,0.08659709,0.059361223,0.4602,0.0801,0.1,0.063134494,-0.194681478,757913006.9,889007912.1,131918365.6,75791300.69,56127064.92,0.063134494
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2007,1633531715,646159930,918316421,0.413019941,27885381,-18675108,38891382,-45139832,-5924598,0.017070609,-0.027679901,0.042350742,0.477671615,0.089396486,0.112000427,0.068725081,7.619053985,780291732.4,853239982.6,146031994.8,87393007.54,58638987.27,0.068725081
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2006,1283926647,590699633,669997907,0.468549842,87246383,46467995,30987945,35929479,85343596,0.067952778,0.077242785,0.046250809,0.477671615,0.089396486,0.112000427,0.068725081,0.42099795,613295315,670631332,114778530.3,68689337.41,46089192.89,0.068725081
"American Electric Power Co., Inc.",Public Service Co. Of Oklahoma,148,2005,1161134268,553858481,571070625,0.492349676,98920609,64826501,28590609,-12400117,122786106,0.085193084,0.113395673,0.050064927,0.477671615,0.093093689,0.112000427,0.075803394,-0.100989578,554640881,606493387,108094272.9,62120015.74,45974257.13,0.075803394
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2020,18583653774,13162114745,10970543069,0.545406762,1244029571,961346410.8,396786462,218246977,1606064107,0.066942141,0.094848024,0.036168352,0.54,0.0699,0.096,0.03926087,0.135889331,10035173038,8548480736,1298997399,963376611.6,335620787.1,0.03926087
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2019,16912134434,11943377961,9883098899,0.547196785,1169274057,906273015.1,361940832,102772133,1383293200,0.069138172,0.097930301,0.036622201,0.54,0.0699,0.096,0.03926087,0.074295264,9132552595,7779581840,1182158197,876725049.1,305433147.9,0.03926087
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2018,15577373323,10948602528,9235548104,0.542435633,1026834826,784326491.5,332422602,-55961729,1440125882,0.065918355,0.092822753,0.035993814,0.512,0.0821,0.103,0.060172131,-0.038858915,7975615141,7601758181,1278902350,821488359.5,457413990.2,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2017,14551425842,9903935472,8637804639,0.534142719,956905986,734762849.3,308010588,-50768661,1581596165,0.06576029,0.094533193,0.035658434,0.512,0.0821,0.103,0.060172131,-0.032099636,7450330031,7101095811,1194672062,767383993.2,427288068.4,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2016,13148689256,8774388796,7862697345,0.527399373,902217937,689374208.6,287645403,-114042335,1462895072,0.068616568,0.099410661,0.036583553,0.512,0.0821,0.103,0.060172131,-0.077956606,6732128899,6416560357,1079507388,693409276.6,386098111.3,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2015,11388802988,7629005378,6861859145,0.526469995,773802970,577256797.5,260697545,-89829425,1317118085,0.067944188,0.096275848,0.037992261,0.512,0.0821,0.103,0.060172131,-0.068201497,5831067130,5557735858,935020725.3,600599914.4,334420810.9,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2014,10213466390,6835533489,6312375094,0.519895118,702315709,523987095.3,240051629,101832992,1240174526,0.068763697,0.098680579,0.038028733,0.512,0.0821,0.103,0.060172131,0.082111824,5229294791,4984171598,838525590.6,538617363.5,299908227.1,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2013,8732847731,5920315656,5566162652,0.515416083,629571547,455506157.3,239466591,163833092,1145024454,0.072092354,0.101199973,0.043021846,0.512,0.0821,0.103,0.060172131,0.143082614,4471218038,4261629693,716966798.7,460535457.9,256431340.8,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2012,7171314227,5181160173,4794386731,0.519386077,509070598,350573167.3,224456902,-228606930,991721699,0.070987072,0.094121668,0.046816603,0.512,0.0821,0.103,0.060172131,-0.230515204,3671712884,3499601343,588764898,378186427.1,210578471,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2011,6283199834,4646621227,4270460139,0.521092164,521246017,366822638,217282919,-285476091,1040117386,0.082958688,0.112036805,0.050880447,0.512,0.0821,0.103,0.060172131,-0.274465262,3216998315,3066201519,515850706.4,331350826.5,184499879.9,0.060172131
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2010,5760121651,4424787817,4283776399,0.508096135,395176059,248849177.8,209187300,-279761890,772618516,0.068605506,0.085027354,0.048832451,0.4145,0.0818,0.0975,0.070685312,-0.362095762,2387570424,3372551226,471177951,232788116.4,238389834.7,0.070685312
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2009,5342908553,4302112149,3570606752,0.546458244,348144421,216714929,186115089,10946533,735969726,0.065160094,0.074225667,0.052124219,0.4145,0.0818,0.0975,0.070685312,0.014873619,2214635595,3128272958,437049919.6,215926970.5,221122949.1,0.070685312
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2008,5052370956,3729006276,3523706225,0.514153329,366306171,235246810.6,184653660,104339283,802925751,0.072501836,0.090559885,0.052403251,0.4145,0.0818,0.0975,0.070685312,0.129948856,2094207761,2958163195,413283944.2,204185256.7,209098687.5,0.070685312
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2007,4629483869,3369975183,3352517129,0.501298481,392577086,256580433.8,173975028,204643253,810413278,0.08479932,0.11055912,0.051893852,0.4145,0.0818,0.0975,0.070685312,0.252517152,1918921064,2710562805,378691780.5,187094803.7,191596976.8,0.070685312
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2006,5532086973,3193258766,4994631727,0.389997737,498763498,286748327.1,286526031,245724568,622412388,0.090158289,0.132907597,0.057366798,0.4145,0.0818,0.0975,0.070685312,0.394793826,2293050050,3239036922,452524714.4,223572379.9,228952334.5,0.070685312
Public Service Enterprise Group,Public Service Electric & Gas Co.,149,2005,5520722800,3127893542,5229987782,0.37424479,536783914,327929446.7,296263826,239105514,766610014,0.097230731,0.158718924,0.056647135,0.4145,0.0818,0.0975,0.070685312,0.311899805,2288339601,3232383199,451595125,223113111.1,228482014,0.070685312
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2020,4996833434,4181410457,4360963413,0.489490453,282576919,132843927.6,227184834,70452097,628958427,0.056551198,0.054312852,0.052095102,0.485,0.076,0.095,0.058106796,0.112013917,2423464216,2573369219,379759341,230229100.5,149530240.5,0.058106796
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2019,4916138962,4048678291,4360495861,0.481459679,341340620,192601006.3,217516084,64226432,664423046,0.069432663,0.081371904,0.049883337,0.485,0.076,0.095,0.058106796,0.096664967,2384327397,2531811565,373626561.1,226511102.7,147115458.4,0.058106796
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2018,4585491125,3707923677,3917010484,0.486289271,351616634,204963233.9,209707869,54348132,704359604,0.076680256,0.091916911,0.053537735,0.485,0.076,0.095,0.058106796,0.077159638,2223963196,2361527930,348497325.5,211276503.6,137220821.9,0.058106796
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2017,4589839967,3601123505,3772101440,0.488405485,399690098,242117586.8,217547317,78605640,892233988,0.087081489,0.108006094,0.057672711,0.48,0.0777,0.098,0.058961538,0.088099805,2203123184,2386716783,356630565.4,215906072.1,140724493.4,0.058961538
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2016,4678968249,3490247850,3772037188,0.480599127,319883841,155630105.2,218136834,,884548640,0.06836632,0.069208675,0.05782998,0.48,0.0777,0.098,0.058961538,,2245904760,2433063490,363555833,220098666.5,143457166.5,0.058961538
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2015,4676381697,3362991534,3771972936,0.471339633,331161279,161029685.5,221899412,,750345878,0.070815708,0.073057033,0.058828474,0.48,0.0777,0.098,0.058961538,,2244663214,2431718482,363354857.8,219976995,143377862.8,0.058961538
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2014,4663497774,3278728607,3760846860,0.465756582,372334891,187282613.5,225414534,,635547879,0.079840263,0.086223706,0.059937174,0.48,0.0777,0.098,0.058961538,,2238478932,2425018842,362353777,219370935.3,142982841.8,0.058961538
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2013,4827353839,3440757336,3760846358,0.477776546,305727563,126793413.4,227624722,,820495679,0.063332329,0.054974683,0.060524866,0.48,0.078,0.098,0.059538462,,2317129843,2510223996,376533599.4,227078724.6,149454874.8,0.059538462
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2012,4831137924,3404144680,3773845856,0.474247585,269319891,107803512.3,228231522,4267786,824851151,0.055746678,0.047052028,0.060477171,0.46,0.081,0.101,0.063962963,0.005174007,2222323445,2608814479,391322171.8,224454667.9,166867503.9,0.063962963
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2011,4728022741,3222219929,3773845354,0.460576024,294308424,150403755.9,216908856,653045,605661061,0.062247675,0.069068146,0.05747688,0.46,0.081,0.101,0.063962963,0.001078235,2174890461,2553132280,382969842,219663936.5,163305905.5,0.063962963
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2010,4151635441,2974907868,3463860000,0.462030613,286711680,130804694.3,212984882,31467451,318248608,0.069059937,0.06819199,0.061487728,0.46,0.0825,0.1015,0.066314815,0.098876948,1909752303,2241883138,342509923.9,193839858.7,148670065.1,0.066314815
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2009,3996906641,3083071695,3120860000,0.496954487,233959128,94256070.67,193335893,-126442791,532069648,0.058535049,0.04745355,0.061949557,0.46,0.0825,0.1015,0.066314815,-0.237643308,1838577055,2158329586,329744797.9,186615571.1,143129226.8,0.066314815
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2008,3092450367,2249186150,2680749400,0.456230336,232421874,99130127.04,182775518,-14851789,519108522,0.075157835,0.070261718,0.068180755,0.44,0.084,0.104,0.068285714,-0.028610181,1360678161,1731772205,259765830.8,141510528.8,118255302,0.068285714
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2007,3474938818,2504090993,2860249400,0.46680315,268147199,128210685,182196806,2191735,550272307,0.07716602,0.079039335,0.063699622,0.43,0.084,0.103,0.069666667,0.003983001,1494223692,1980715126,291894860.7,153905040.3,137989820.5,0.069666667
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2006,3057947066,2092283033,2772999400,0.430043489,233752887,120123845.7,172783762,61590965,528716436,0.076441116,0.091345443,0.06230934,0.43,0.084,0.103,0.069666667,0.116491489,1314917239,1743029828,256867553.6,135436475.6,121431078,0.069666667
Puget Holdings LLC,"Puget Sound Energy, Inc.",150,2005,2724015236,1986620579,2503999400,0.442393386,222292281,112695860,162451413,145438661,470057091,0.081604639,0.093516836,0.064876778,0.4,0.0876,0.11,0.072666667,0.309406376,1089606094,1634409141,238623734.6,119856670.4,118767064.3,0.072666667
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2020,1871197475,1219722388,1251968002,0.493477012,106476130,74683672.44,51085553,4829459,265749041,0.056902669,0.080879623,0.0408042,0.48,0.0755,0.09,0.062115385,0.018173006,898174787.8,973022686.8,141275409.3,80835730.91,60439678.43,0.062115385
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2019,1618686151,1104346273,1051940408,0.512151878,104205895,56395214.07,61007313,-3441039,254050811,0.064376837,0.068026923,0.057995028,0.48,0.0755,0.09,0.062115385,-0.013544688,776969352.5,841716798.6,122210804.4,69927241.73,52283562.68,0.062115385
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2018,1538533528,1006096809,1051861513,0.488881042,111633628,63906397.28,61591049,40614707,247771488,0.072558463,0.084963848,0.058554333,0.48,0.0755,0.09,0.062115385,0.163920019,738496093.2,800037434.3,116159281.3,66464648.39,49694632.94,0.062115385
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2017,1445718193,947595452,961572842,0.496339403,102424937,59878417.11,51392357,-38246898,263976857,0.070847097,0.083446459,0.05344614,0.48,0.0755,0.09,0.062115385,-0.144887315,693944732.5,751773460.2,109151723.5,62455025.92,46696697.62,0.062115385
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2016,1136301736,785919080,661534182,0.54296681,90875240,54803771.47,44192899,-4100544,375444787,0.079974568,0.088826693,0.066803652,0.48,0.0847,0.1,0.070576923,-0.01092183,545424833.2,590876902.6,96244757.02,54542483.32,41702273.7,0.070576923
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2015,1119502249,751270099,701349017,0.517183129,78344611,27947175.53,45345200,10225358,192590838,0.069981647,0.048269034,0.064654258,0.48,0.0847,0.1,0.070576923,0.053093689,537361079.7,582141169.7,94821840.53,53736107.97,41085732.55,0.070576923
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2014,1060683062,709581921,701312195,0.502930669,96515144,50951754.42,45307288,25707638,208402449,0.090993387,0.095513639,0.064603594,0.48,0.0847,0.1,0.070576923,0.123355738,509127869.7,551555192.2,89839855.34,50912786.97,38927068.37,0.070576923
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2013,1063192106,734761939,707109537,0.509589066,95680765,50136047.75,46556367,19238603,259485380,0.089993863,0.092537604,0.065840389,0.48,0.0847,0.1,0.070576923,0.074141376,510332211.1,552859895.3,90052371.41,51033221.11,39019150.3,0.070576923
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2012,1072708284,732399141,757056879,0.491722569,93895089,53327528.34,48231861,25968752,207343712,0.08753087,0.101099656,0.063709693,0.48,0.0847,0.1,0.070576923,0.125244946,514899976.2,557808307.5,90858391.63,51489997.62,39368394.01,0.070576923
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2011,973490830.9,645540529,757004222,0.460263766,85517439,42781223.68,48350762,-15671159,193534992,0.087846168,0.095480471,0.063871192,0.48,0.0847,0.1,0.070576923,-0.080973259,467275598.9,506215232.1,82454673.38,46727559.89,35727113.5,0.070576923
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2010,948294469.8,680988425,718451564,0.486614953,83995771,41433086,54732936,23634032,173993918,0.08857562,0.089788065,0.076181804,0.457559126,0.080864478,0.105000401,0.060505371,0.135832518,433900788.7,514393681.1,76683336.95,45559756.68,31123580.26,0.060505371
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2009,952704074.5,602877396,818400094,0.424179937,64710908,16288464.17,55946959,-26502164,105453787,0.067923408,0.040306213,0.068361379,0.457559126,0.080864478,0.105000401,0.060505371,-0.251315432,435918443.6,516785630.9,77039917.33,45771611.25,31268306.07,0.060505371
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2008,837572204.2,525498924,733569679,0.417371161,33439077,-1170891.133,39172130,-1282836,67991818,0.039923814,-0.003349437,0.053399331,0.457559126,0.080864478,0.105000401,0.060505371,-0.018867505,383238805.7,454333398.6,67729838.78,40240228.16,27489610.62,0.060505371
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2007,842893257.5,632634119,672991103,0.484544958,96177481,60418107.58,39717636,2979112,178527560,0.114103987,0.147931431,0.059016584,0.457559126,0.080864478,0.105000401,0.060505371,0.016687127,385673502.2,457219755.4,68160122.97,40495872.27,27664250.7,0.060505371
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2006,831118189.7,602590425,698024912,0.463311794,100327411,64692668.74,40302721,9942140,205120053,0.120713771,0.16800373,0.057738227,0.457559126,0.080864478,0.105000401,0.060505371,0.048469859,380285712.4,450832477.3,67207938.27,39930152.19,27277786.08,0.060505371
"Avangrid, Inc.",Rochester Gas & Electric Corp.,151,2005,785777962.9,582505169,697950737,0.454920131,94627195,59526205.13,39973511,32336496,179740936,0.120424852,0.166522605,0.057272683,0.457559126,0.080864478,0.105000401,0.060505371,0.179906129,359539877.9,426238085,63541524.51,37751831.25,25789693.26,0.060505371
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2020,330280673,331455563,,,11954638,12271911,,-1066368,16048952,0.036195391,,,0.497,0.0747,0.096,0.053654076,-0.066444712,164149494.5,166131178.5,24671966.27,15758351.47,8913614.803,0.053654076
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2019,305829285,308412117,,,9343717,9533811,,-517884,12479817,0.030552068,,,0.497,0.0747,0.096,0.053654076,-0.041497724,151997154.6,153832130.4,22845447.59,14591726.85,8253720.744,0.053654076
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2018,285136732,287482289,,,12351738,12826750,,-1193143,18318536,0.043318649,,,0.497,0.0747,0.096,0.053654076,-0.065133098,141712955.8,143423776.2,21299713.88,13604443.76,7695270.123,0.053654076
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2017,277072982,272915007,,,12666116,12781928,,9780071,22456767,0.045714006,,,0.5035,0.0783,0.0975,0.058829305,0.435506634,139506246.4,137566735.6,21694814.49,13601859.03,8092955.463,0.058829305
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2016,336994965,259616993,,,10423358,10636571,,4061677,20187610,0.030930308,,,0.5035,0.0783,0.0975,0.058829305,0.201196526,169676964.9,167318000.1,26386705.76,16543504.08,9843201.684,0.058829305
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2015,244178603,247604603,,,13387986,13578861,,8525209,24656828,0.054828662,,,0.5035,0.0783,0.0975,0.058829305,0.34575449,122943926.6,121234676.4,19119184.61,11987032.84,7132151.77,0.058829305
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2014,238277067,233316986,,,12133623,12073753,,8482285,22243826,0.050922328,,,0.4985,0.0821,0.103,0.061325025,0.381332105,118781117.9,119495949.1,19562547.2,12234455.14,7328092.057,0.061325025
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2013,221195754,221126735,,,10356556,10614600,,8227683,22239122,0.046820772,,,0.4985,0.0821,0.103,0.061325025,0.369964381,110266083.4,110929670.6,18160171.4,11357406.59,6802764.816,0.061325025
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2012,209423096,210165995,,,15037259,15571026,,-7477351,27210243,0.07180325,,,0.4985,0.0821,0.103,0.061325025,-0.274799126,104397413.4,105025682.6,17193636.18,10752933.58,6440702.606,0.061325025
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2011,198235361,193878107,,,14191502,13848675,,3079773,30485507,0.071589155,,,0.4985,0.0821,0.103,0.061325025,0.101024169,98820327.46,99415033.54,16275123.14,10178493.73,6096629.41,0.061325025
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2010,192212461,179909125,,,13928068,13908062,,4756615,33042017,0.072461837,,,0.4651,0.0783,0.0975,0.06160544,0.143956557,89398015.61,102814445.4,15050235.7,8716306.522,6333929.174,0.06160544
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2009,185147845,165952063,,,7183457,7268012,,1207427,21148547,0.038798491,,,0.4651,0.0783,0.0975,0.06160544,0.057092669,86112262.71,99035582.29,14497076.26,8395945.614,6101130.649,0.06160544
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2008,172674276,157991659,,,10491430,10453304,,3152836,25807523,0.0607585,,,0.4651,0.0783,0.0975,0.06160544,0.122167323,80310805.77,92363470.23,13520395.81,7830303.562,5690092.248,0.06160544
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2007,154894305,147244851,,,13498949,13193492,118750,6647682,30462008,0.087149421,,,0.46,0.0802,0.0975,0.065462963,0.218228621,71251380.3,83642924.7,12422523.26,6947009.579,5475513.682,0.065462963
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2006,95025885,133761897,19999709,0.86993041,12294797,9865699,1425000,4429026,25508271,0.129383662,0.11934423,0.071251037,0.46,0.0802,0.0975,0.065462963,0.173630976,43711907.1,51313977.9,7621075.977,4261910.942,3359165.035,0.065462963
"Consolidated Edison, Inc.",Rockland Electric Co.,152,2005,134979333,122786315,19996209,0.859953386,12040306,10479635,1425000,7342479,26319550,0.089201108,0.090282581,0.071263508,0.46,0.0802,0.0975,0.065462963,0.278974337,62090493.18,72888839.82,10825342.51,6053823.085,4771519.422,0.065462963
