utility_name,respondent_id,year,customer_id,customer_name,customers,sales,revenues
Northwestern Wisconsin Electric Co.,123,2007,6,residential,11629,79873,10016226
Northwestern Wisconsin Electric Co.,123,2007,1,sales_for_resale,2,5729,487572
Northwestern Wisconsin Electric Co.,123,2006,2,commercial,1372,47228,4927291
Northwestern Wisconsin Electric Co.,123,2006,3,industrial,29,43673,3618793
Northwestern Wisconsin Electric Co.,123,2006,4,public_street_and_highway_lighting,109,988,142244
Northwestern Wisconsin Electric Co.,123,2006,6,residential,11463,77405,8886927
Northwestern Wisconsin Electric Co.,123,2006,1,sales_for_resale,2,5586,441116
Northwestern Wisconsin Electric Co.,123,2005,2,commercial,1380,48667,5048783
Northwestern Wisconsin Electric Co.,123,2005,3,industrial,28,45841,3767146
Northwestern Wisconsin Electric Co.,123,2005,4,public_street_and_highway_lighting,112,970,139751
Northwestern Wisconsin Electric Co.,123,2005,6,residential,11313,78567,8966956
Northwestern Wisconsin Electric Co.,123,2005,1,sales_for_resale,2,5512,441685
Ocean State Power,124,2007,1,sales_for_resale,3882,692978,78010298
Ocean State Power,124,2006,1,sales_for_resale,3882,,50488513
Ocean State Power,124,2005,1,sales_for_resale,3,298181,62691680
"Ocean State Power, II",125,2007,1,sales_for_resale,3882,726877,79840593
"Ocean State Power, II",125,2006,1,sales_for_resale,3882,478345,52872725
"Ocean State Power, II",125,2005,1,sales_for_resale,3,500972,70083254
Ohio Edison Co.,126,2020,2,commercial,112538,5918615,383429381
Ohio Edison Co.,126,2020,3,industrial,1367,7025505,135235344
Ohio Edison Co.,126,2020,4,public_street_and_highway_lighting,2270,133671,13283136
Ohio Edison Co.,126,2020,6,residential,942126,9433698,785806876
Ohio Edison Co.,126,2020,1,sales_for_resale,3882,,1203152
Ohio Edison Co.,126,2019,2,commercial,112855,6345216,380729582
Ohio Edison Co.,126,2019,3,industrial,1371,7698598,138785103
Ohio Edison Co.,126,2019,4,public_street_and_highway_lighting,2265,139417,13191120
Ohio Edison Co.,126,2019,6,residential,936430,9258226,781970295
Ohio Edison Co.,126,2019,1,sales_for_resale,3882,,1206315
Ohio Edison Co.,126,2018,2,commercial,112961,6601352,386976508
Ohio Edison Co.,126,2018,3,industrial,1379,8022208,151692858
Ohio Edison Co.,126,2018,4,public_street_and_highway_lighting,2223,140169,13296105
Ohio Edison Co.,126,2018,6,residential,933566,9649851,807022645
Ohio Edison Co.,126,2018,1,sales_for_resale,3882,,2324938
Ohio Edison Co.,126,2017,2,commercial,112947,6462886,389113176
Ohio Edison Co.,126,2017,3,industrial,1339,7879179,146892953
Ohio Edison Co.,126,2017,4,public_street_and_highway_lighting,2181,138895,13762170
Ohio Edison Co.,126,2017,6,residential,930293,8930997,766695255
Ohio Edison Co.,126,2017,1,sales_for_resale,3882,565101,55178017
Ohio Edison Co.,126,2016,2,commercial,112625,6747842,350514201
Ohio Edison Co.,126,2016,3,industrial,1334,7910303,134687321
Ohio Edison Co.,126,2016,4,public_street_and_highway_lighting,2150,139874,13407526
Ohio Edison Co.,126,2016,6,residential,925014,9428754,731748441
Ohio Edison Co.,126,2016,1,sales_for_resale,1,2224648,144897844
Ohio Edison Co.,126,2015,2,commercial,112293,6662100,354706509
Ohio Edison Co.,126,2015,3,industrial,1341,8265885,173626130
Ohio Edison Co.,126,2015,4,public_street_and_highway_lighting,2121,141923,14446554
Ohio Edison Co.,126,2015,6,residential,921461,9221743,728148411
Ohio Edison Co.,126,2015,1,sales_for_resale,1,2764502,224406009
Ohio Edison Co.,126,2014,2,commercial,111884,6688872,313221698
Ohio Edison Co.,126,2014,3,industrial,1342,8746185,181697712
Ohio Edison Co.,126,2014,4,public_street_and_highway_lighting,2118,139156,14447868
Ohio Edison Co.,126,2014,6,residential,919752,9353079,643968775
Ohio Edison Co.,126,2014,1,sales_for_resale,1,2892102,218012078
Ohio Edison Co.,126,2013,2,commercial,109922,6627926,307953345
Ohio Edison Co.,126,2013,3,industrial,1413,8264315,178284919
Ohio Edison Co.,126,2013,4,public_street_and_highway_lighting,2097,137165,13502120
Ohio Edison Co.,126,2013,6,residential,919344,9275099,649922902
Ohio Edison Co.,126,2013,1,sales_for_resale,1,2755437,221445413
Ohio Edison Co.,126,2012,2,commercial,109836,6690760,301274083
Ohio Edison Co.,126,2012,3,industrial,1415,8207896,179053195
Ohio Edison Co.,126,2012,4,public_street_and_highway_lighting,2060,141743,13127704
Ohio Edison Co.,126,2012,6,residential,918450,9400422,690782428
Ohio Edison Co.,126,2012,1,sales_for_resale,1,2841841,208778662
Ohio Edison Co.,126,2011,2,commercial,109747,6726265,323340464
Ohio Edison Co.,126,2011,3,industrial,1423,8271540,186616157
Ohio Edison Co.,126,2011,4,public_street_and_highway_lighting,2050,146055,13943736
Ohio Edison Co.,126,2011,6,residential,921314,9512486,653194674
Ohio Edison Co.,126,2011,1,sales_for_resale,1,2611735,199365720
Ohio Edison Co.,126,2010,2,commercial,111978,7005868,389145777
Ohio Edison Co.,126,2010,3,industrial,900,7509665,184851796
Ohio Edison Co.,126,2010,4,public_street_and_highway_lighting,1999,146497,13835639
Ohio Edison Co.,126,2010,6,residential,922104,9493340,774435743
Ohio Edison Co.,126,2010,1,sales_for_resale,1,3045445,187468278
Ohio Edison Co.,126,2009,2,commercial,112265,6835105,654637968
Ohio Edison Co.,126,2009,3,industrial,906,6899973,404865714
Ohio Edison Co.,126,2009,4,public_street_and_highway_lighting,1966,147832,13633820
Ohio Edison Co.,126,2009,6,residential,922861,8973737,956441168
Ohio Edison Co.,126,2009,1,sales_for_resale,1,2427208,186628158
Ohio Edison Co.,126,2008,2,commercial,112701,7157415,690448403
Ohio Edison Co.,126,2008,3,industrial,923,8725585,536823247
Ohio Edison Co.,126,2008,4,public_street_and_highway_lighting,1926,145606,13875416
Ohio Edison Co.,126,2008,6,residential,924968,9250369,947325659
Ohio Edison Co.,126,2008,1,sales_for_resale,1,2800512,70483982
Ohio Edison Co.,126,2007,2,commercial,112506,7296588,655864627
Ohio Edison Co.,126,2007,3,industrial,930,9230345,507210171
Ohio Edison Co.,126,2007,4,public_street_and_highway_lighting,1866,145703,11555394
Ohio Edison Co.,126,2007,6,residential,925360,9379039,903355509
Ohio Edison Co.,126,2007,1,sales_for_resale,1,2634405,72821717
Ohio Edison Co.,126,2006,2,commercial,111884,7074591,619473730
Ohio Edison Co.,126,2006,3,industrial,937,9321001,492735809
Ohio Edison Co.,126,2006,4,public_street_and_highway_lighting,1822,145750,9293671
Ohio Edison Co.,126,2006,6,residential,925508,8889980,847262556
Ohio Edison Co.,126,2006,1,sales_for_resale,31,2735954,82191386
Ohio Edison Co.,126,2005,2,commercial,111200,7199157,571559425
Ohio Edison Co.,126,2005,3,industrial,936,9428751,445426202
Ohio Edison Co.,126,2005,4,public_street_and_highway_lighting,1768,147580,6924365
Ohio Edison Co.,126,2005,6,residential,920448,9237090,797966426
Ohio Edison Co.,126,2005,1,sales_for_resale,26,12238077,442384830
Ohio Power Co.,127,2020,2,commercial,182934,13932433,683478311
Ohio Power Co.,127,2020,3,industrial,9482,13347404,270872136
Ohio Power Co.,127,2020,8,public_authorities,25,543,49768
Ohio Power Co.,127,2020,4,public_street_and_highway_lighting,2576,112711,13013051
Ohio Power Co.,127,2020,6,residential,1306551,14354676,1552633296
Ohio Power Co.,127,2020,1,sales_for_resale,3,2409629,67076416
Ohio Power Co.,127,2019,2,commercial,180868,14599280,718690591
Ohio Power Co.,127,2019,3,industrial,9588,14407009,292197239
Ohio Power Co.,127,2019,8,public_authorities,25,718,59693
Ohio Power Co.,127,2019,4,public_street_and_highway_lighting,2610,113329,12534680
Ohio Power Co.,127,2019,5,rate_refunds,3882,,41897975
Ohio Power Co.,127,2019,6,residential,1297029,14410513,1481434830
Ohio Power Co.,127,2019,1,sales_for_resale,3,2926986,101237837
Ohio Power Co.,127,2018,2,commercial,179734,14732612,826246958
Ohio Power Co.,127,2018,3,industrial,9582,14779232,382969759
Ohio Power Co.,127,2018,8,public_authorities,25,722,73186
Ohio Power Co.,127,2018,4,public_street_and_highway_lighting,2639,114037,12418821
Ohio Power Co.,127,2018,5,rate_refunds,3882,,-50871767
Ohio Power Co.,127,2018,6,residential,1292342,14940366,1587692217
Ohio Power Co.,127,2018,1,sales_for_resale,5,2990575,129959964
Ohio Power Co.,127,2017,2,commercial,177797,14386785,762312121
Ohio Power Co.,127,2017,3,industrial,9714,14664802,362647856
Ohio Power Co.,127,2017,8,public_authorities,25,536,52083
Ohio Power Co.,127,2017,4,public_street_and_highway_lighting,2674,118429,12624535
Ohio Power Co.,127,2017,5,rate_refunds,3882,,-8819516
Ohio Power Co.,127,2017,6,residential,1282558,13538862,1482216653
Ohio Power Co.,127,2017,1,sales_for_resale,3,2979100,110763713
Ohio Power Co.,127,2016,2,commercial,176663,14671914,771191099
Ohio Power Co.,127,2016,3,industrial,9852,14279702,392081044
Ohio Power Co.,127,2016,8,public_authorities,26,510,50750
Ohio Power Co.,127,2016,4,public_street_and_highway_lighting,2700,122141,13509395
Ohio Power Co.,127,2016,5,rate_refunds,3882,,-160791498
Ohio Power Co.,127,2016,6,residential,1278484,14314364,1635157408
Ohio Power Co.,127,2016,1,sales_for_resale,3,2482245,140578944
Ohio Power Co.,127,2015,2,commercial,175013,14471376,711547522
Ohio Power Co.,127,2015,3,industrial,9959,14650884,403218957
Ohio Power Co.,127,2015,8,public_authorities,26,702,76701
Ohio Power Co.,127,2015,4,public_street_and_highway_lighting,2707,119002,12718068
Ohio Power Co.,127,2015,6,residential,1276363,14173918,1630436314
Ohio Power Co.,127,2015,1,sales_for_resale,4,2269869,198190977
Ohio Power Co.,127,2014,2,commercial,174999,2464788,718593471
Ohio Power Co.,127,2014,3,industrial,10098,2878961,404148823
Ohio Power Co.,127,2014,8,public_authorities,26,518,53599
Ohio Power Co.,127,2014,4,public_street_and_highway_lighting,2736,42996,14309115
Ohio Power Co.,127,2014,5,rate_refunds,3882,,-11937497
Ohio Power Co.,127,2014,6,residential,1276022,10206657,1738114935
Ohio Power Co.,127,2014,1,sales_for_resale,6,-2160,211584128
Ohio Power Co.,127,2013,2,commercial,174412,3430624,757394687
Ohio Power Co.,127,2013,3,industrial,10175,4815442,469355453
Ohio Power Co.,127,2013,8,public_authorities,26,518,49097
Ohio Power Co.,127,2013,4,public_street_and_highway_lighting,2765,61032,15609183
Ohio Power Co.,127,2013,5,rate_refunds,3882,,22091208
Ohio Power Co.,127,2013,6,residential,1273602,10834999,1662834699
Ohio Power Co.,127,2013,1,sales_for_resale,81,41496963,1670282936
Ohio Power Co.,127,2012,2,commercial,173948,7037849,945233021
Ohio Power Co.,127,2012,3,industrial,10274,11352291,745568844
Ohio Power Co.,127,2012,8,public_authorities,26,396,33169
Ohio Power Co.,127,2012,4,public_street_and_highway_lighting,2784,92832,18079470
Ohio Power Co.,127,2012,5,rate_refunds,3882,,-2577000
Ohio Power Co.,127,2012,6,residential,1273361,12413637,1636808400
Ohio Power Co.,127,2012,1,sales_for_resale,97,32625825,1436992525
Ohio Power Co.,127,2011,2,commercial,173091,10726112,1077742471
Ohio Power Co.,127,2011,3,industrial,10377,17698421,983382876
Ohio Power Co.,127,2011,8,public_authorities,26,911,64879
Ohio Power Co.,127,2011,4,public_street_and_highway_lighting,2792,116208,17649264
Ohio Power Co.,127,2011,5,rate_refunds,3882,,6034599
Ohio Power Co.,127,2011,6,residential,1273589,14950412,1680179478
Ohio Power Co.,127,2011,1,sales_for_resale,116,30969182,1594320264
Ohio Power Co.,127,2010,2,commercial,93262,5744556,464769537
Ohio Power Co.,127,2010,3,industrial,7168,12799871,662145216
Ohio Power Co.,127,2010,8,public_authorities,26,499,32789
Ohio Power Co.,127,2010,4,public_street_and_highway_lighting,2499,73309,10923980
Ohio Power Co.,127,2010,6,residential,606317,7581518,735551412
Ohio Power Co.,127,2010,1,sales_for_resale,104,27951968,1354669354
Ohio Power Co.,127,2009,2,commercial,92567,5685770,424982285
Ohio Power Co.,127,2009,3,industrial,7244,11834235,609914643
Ohio Power Co.,127,2009,8,public_authorities,26,548,31587
Ohio Power Co.,127,2009,4,public_street_and_highway_lighting,2517,76838,10108144
Ohio Power Co.,127,2009,6,residential,607807,7338988,637838015
Ohio Power Co.,127,2009,1,sales_for_resale,105,28352569,1294210711
Ohio Power Co.,127,2008,2,commercial,92205,5823797,402149196
Ohio Power Co.,127,2008,3,industrial,7310,14441162,696187169
Ohio Power Co.,127,2008,8,public_authorities,26,626,32865
Ohio Power Co.,127,2008,4,public_street_and_highway_lighting,2541,77966,9406473
Ohio Power Co.,127,2008,5,rate_refunds,3882,,-42435298
Ohio Power Co.,127,2008,6,residential,609365,7527989,602770227
Ohio Power Co.,127,2008,1,sales_for_resale,85,32475287,1427238045
Ohio Power Co.,127,2007,2,commercial,91523,6019559,385782776
Ohio Power Co.,127,2007,3,industrial,7321,13951534,630429979
Ohio Power Co.,127,2007,8,public_authorities,25,561,27918
Ohio Power Co.,127,2007,4,public_street_and_highway_lighting,2563,81654,9230602
Ohio Power Co.,127,2007,6,residential,609974,7674434,592348292
Ohio Power Co.,127,2007,1,sales_for_resale,103,32168051,1208444620
Ohio Power Co.,127,2006,2,commercial,90730,5650408,356768506
Ohio Power Co.,127,2006,3,industrial,7400,12321063,536975823
Ohio Power Co.,127,2006,8,public_authorities,26,561,27615
Ohio Power Co.,127,2006,4,public_street_and_highway_lighting,2580,82248,8975996
Ohio Power Co.,127,2006,6,residential,609476,7207804,542405540
Ohio Power Co.,127,2006,1,sales_for_resale,111,29119860,1059670281
Ohio Power Co.,127,2005,2,commercial,89844,5823885,324925097
Ohio Power Co.,127,2005,3,industrial,7487,15342519,561577201
Ohio Power Co.,127,2005,8,public_authorities,26,530,22920
Ohio Power Co.,127,2005,4,public_street_and_highway_lighting,2595,83252,8545313
Ohio Power Co.,127,2005,6,residential,608871,7679308,503832540
Ohio Power Co.,127,2005,1,sales_for_resale,119,28513632,935011304
Ohio Valley Electric Corp.,128,2020,3,industrial,1,109944,3265536
Ohio Valley Electric Corp.,128,2020,1,sales_for_resale,13,9033056,548452165
Ohio Valley Electric Corp.,128,2019,3,industrial,1,125881,4641167
Ohio Valley Electric Corp.,128,2019,1,sales_for_resale,13,11234353,610026474
Ohio Valley Electric Corp.,128,2018,3,industrial,1,148613,7605922
Ohio Valley Electric Corp.,128,2018,1,sales_for_resale,13,11863505,608233419
Ohio Valley Electric Corp.,128,2017,3,industrial,1,156768,8187803
Ohio Valley Electric Corp.,128,2017,1,sales_for_resale,13,11724662,615870005
Ohio Valley Electric Corp.,128,2016,3,industrial,1,173873,8519114
Ohio Valley Electric Corp.,128,2016,1,sales_for_resale,13,9745956,577376640
Ohio Valley Electric Corp.,128,2015,3,industrial,1,190816,10249126
Ohio Valley Electric Corp.,128,2015,1,sales_for_resale,18,8681829,555079943
Ohio Valley Electric Corp.,128,2014,3,industrial,3882,206821,11758386
Ohio Valley Electric Corp.,128,2014,1,sales_for_resale,3882,11193643,644415791
Ohio Valley Electric Corp.,128,2013,3,industrial,1,195470,9281568
Ohio Valley Electric Corp.,128,2013,1,sales_for_resale,14,10304107,666367705
Ohio Valley Electric Corp.,128,2012,3,industrial,1,207692,9097306
Ohio Valley Electric Corp.,128,2012,1,sales_for_resale,14,10340568,661721951
Ohio Valley Electric Corp.,128,2011,3,industrial,1,253157,11643355
Ohio Valley Electric Corp.,128,2011,1,sales_for_resale,14,14199025,705294774
Ohio Valley Electric Corp.,128,2010,3,industrial,1,249139,11207298
Ohio Valley Electric Corp.,128,2010,1,sales_for_resale,12,14421180,679479766
Ohio Valley Electric Corp.,128,2009,3,industrial,1,264664,11450964
Ohio Valley Electric Corp.,128,2009,1,sales_for_resale,12,15069699,637142180
Ohio Valley Electric Corp.,128,2008,3,industrial,1,270369,18539153
Ohio Valley Electric Corp.,128,2008,1,sales_for_resale,12,15026497,603273999
Ohio Valley Electric Corp.,128,2007,3,industrial,1,256613,14605075
Ohio Valley Electric Corp.,128,2007,1,sales_for_resale,12,14918727,516757146
Ohio Valley Electric Corp.,128,2006,3,industrial,1,246371,15444722
Ohio Valley Electric Corp.,128,2006,1,sales_for_resale,12,16226777,508168601
Ohio Valley Electric Corp.,128,2005,3,industrial,1,251375,14409191
Ohio Valley Electric Corp.,128,2005,1,sales_for_resale,12,16254716,453559001
Old Dominion Electric Coop.,129,2020,1,sales_for_resale,3882,12303151,807669595
Old Dominion Electric Coop.,129,2019,1,sales_for_resale,3882,12429980,932647651
Old Dominion Electric Coop.,129,2018,1,sales_for_resale,3882,13510873,932533652
Old Dominion Electric Coop.,129,2017,1,sales_for_resale,3882,11878501,753072024
Old Dominion Electric Coop.,129,2016,1,sales_for_resale,3882,12655048,877836947
Old Dominion Electric Coop.,129,2015,1,sales_for_resale,3882,13881706,1019958630
Old Dominion Electric Coop.,129,2014,1,sales_for_resale,3882,13279417,956408418
Old Dominion Electric Coop.,129,2013,1,sales_for_resale,3882,12982861,858396679
Old Dominion Electric Coop.,129,2012,1,sales_for_resale,3882,12604673,864128744
Old Dominion Electric Coop.,129,2011,1,sales_for_resale,3882,13147510,908150316
Old Dominion Electric Coop.,129,2010,1,sales_for_resale,3882,12610811,851885065
Old Dominion Electric Coop.,129,2009,1,sales_for_resale,3882,9728573,712376019
Old Dominion Electric Coop.,129,2008,1,sales_for_resale,3882,13437389,1038639670
Old Dominion Electric Coop.,129,2007,1,sales_for_resale,3882,13900479,961961249
Old Dominion Electric Coop.,129,2006,1,sales_for_resale,3882,12375757,816536060
Old Dominion Electric Coop.,129,2005,1,sales_for_resale,3882,12510376,735729923
Oklahoma Gas & Electric Co.,130,2020,2,commercial,99433,6310045,479389503
Oklahoma Gas & Electric Co.,130,2020,3,industrial,9782,8431393,369559192
Oklahoma Gas & Electric Co.,130,2020,8,public_authorities,17173,2781802,165812238
Oklahoma Gas & Electric Co.,130,2020,4,public_street_and_highway_lighting,258,53744,10979752
Oklahoma Gas & Electric Co.,130,2020,5,rate_refunds,3882,,3758018
Oklahoma Gas & Electric Co.,130,2020,6,residential,736368,9456061,869066598
Oklahoma Gas & Electric Co.,130,2020,1,sales_for_resale,3882,2013094,51030532
Oklahoma Gas & Electric Co.,130,2019,2,commercial,98007,7089052,529474734
Oklahoma Gas & Electric Co.,130,2019,3,industrial,9766,8509882,400693675
Oklahoma Gas & Electric Co.,130,2019,8,public_authorities,16943,2988448,186060556
Oklahoma Gas & Electric Co.,130,2019,4,public_street_and_highway_lighting,254,54568,9595038
Oklahoma Gas & Electric Co.,130,2019,5,rate_refunds,3882,,-912293
Oklahoma Gas & Electric Co.,130,2019,6,residential,729158,9722351,891067348
Oklahoma Gas & Electric Co.,130,2019,1,sales_for_resale,3882,1227030,39111465
Oklahoma Gas & Electric Co.,130,2018,2,commercial,96924,8094624,597961526
Oklahoma Gas & Electric Co.,130,2018,3,industrial,9175,7138120,349850662
Oklahoma Gas & Electric Co.,130,2018,8,public_authorities,16782,3051958,194176015
Oklahoma Gas & Electric Co.,130,2018,4,public_street_and_highway_lighting,257,55748,9808257
Oklahoma Gas & Electric Co.,130,2018,5,rate_refunds,3882,,-6011873
Oklahoma Gas & Electric Co.,130,2018,6,residential,722360,9728174,901044662
Oklahoma Gas & Electric Co.,130,2018,1,sales_for_resale,3882,1377130,50054797
Oklahoma Gas & Electric Co.,130,2017,2,commercial,95574,7592586,588333448
Oklahoma Gas & Electric Co.,130,2017,3,industrial,9231,6777520,360041130
Oklahoma Gas & Electric Co.,130,2017,8,public_authorities,16770,3026908,197930637
Oklahoma Gas & Electric Co.,130,2017,4,public_street_and_highway_lighting,252,57385,10093521
Oklahoma Gas & Electric Co.,130,2017,5,rate_refunds,3882,,26833653
Oklahoma Gas & Electric Co.,130,2017,6,residential,716425,8823492,884146407
Oklahoma Gas & Electric Co.,130,2017,1,sales_for_resale,3882,1833580,24883560
Oklahoma Gas & Electric Co.,130,2016,2,commercial,94194,7550096,573680806
Oklahoma Gas & Electric Co.,130,2016,3,industrial,9273,6811735,351502097
Oklahoma Gas & Electric Co.,130,2016,8,public_authorities,16691,3092933,194675832
Oklahoma Gas & Electric Co.,130,2016,4,public_street_and_highway_lighting,251,57837,9651692
Oklahoma Gas & Electric Co.,130,2016,5,rate_refunds,3882,,-33557052
Oklahoma Gas & Electric Co.,130,2016,6,residential,709648,9290146,951944512
Oklahoma Gas & Electric Co.,130,2016,1,sales_for_resale,3882,2959728,50713251
Oklahoma Gas & Electric Co.,130,2015,2,commercial,92821,7372031,534973637
Oklahoma Gas & Electric Co.,130,2015,3,industrial,9277,7029321,353459454
Oklahoma Gas & Electric Co.,130,2015,8,public_authorities,16427,3046232,184068904
Oklahoma Gas & Electric Co.,130,2015,4,public_street_and_highway_lighting,252,64386,10159954
Oklahoma Gas & Electric Co.,130,2015,6,residential,701282,9158424,896457031
Oklahoma Gas & Electric Co.,130,2015,1,sales_for_resale,14,2196662,71481387
Oklahoma Gas & Electric Co.,130,2014,2,commercial,91138,7200360,583272487
Oklahoma Gas & Electric Co.,130,2014,3,industrial,9361,7254004,412840681
Oklahoma Gas & Electric Co.,130,2014,8,public_authorities,16435,3090666,209868985
Oklahoma Gas & Electric Co.,130,2014,4,public_street_and_highway_lighting,251,64240,10475687
Oklahoma Gas & Electric Co.,130,2014,6,residential,694005,9391486,925455375
Oklahoma Gas & Electric Co.,130,2014,1,sales_for_resale,29,3234171,148347026
Oklahoma Gas & Electric Co.,130,2013,2,commercial,89623,7063421,554217475
Oklahoma Gas & Electric Co.,130,2013,3,industrial,9366,7254869,397002239
Oklahoma Gas & Electric Co.,130,2013,8,public_authorities,16516,3109933,203875630
Oklahoma Gas & Electric Co.,130,2013,4,public_street_and_highway_lighting,251,63887,10369266
Oklahoma Gas & Electric Co.,130,2013,6,residential,687078,9421829,901352813
Oklahoma Gas & Electric Co.,130,2013,1,sales_for_resale,42,1664220,76280224
Oklahoma Gas & Electric Co.,130,2012,2,commercial,88190,7010331,523480362
Oklahoma Gas & Electric Co.,130,2012,3,industrial,9404,7361934,370185801
Oklahoma Gas & Electric Co.,130,2012,8,public_authorities,16261,3191401,192777143
Oklahoma Gas & Electric Co.,130,2012,4,public_street_and_highway_lighting,251,64264,9632882
Oklahoma Gas & Electric Co.,130,2012,6,residential,680214,9157688,878000359
Oklahoma Gas & Electric Co.,130,2012,1,sales_for_resale,43,2660700,93312247
Oklahoma Gas & Electric Co.,130,2011,2,commercial,87141,6875124,531249000
Oklahoma Gas & Electric Co.,130,2011,3,industrial,9433,7049939,381064480
Oklahoma Gas & Electric Co.,130,2011,8,public_authorities,16042,3147495,198277906
Oklahoma Gas & Electric Co.,130,2011,4,public_street_and_highway_lighting,251,63269,9119449
Oklahoma Gas & Electric Co.,130,2011,6,residential,673655,9919418,943520883
Oklahoma Gas & Electric Co.,130,2011,1,sales_for_resale,47,2454327,102530892
Oklahoma Gas & Electric Co.,130,2010,2,commercial,86012,6709171,520976269
Oklahoma Gas & Electric Co.,130,2010,3,industrial,9465,6863182,375328868
Oklahoma Gas & Electric Co.,130,2010,8,public_authorities,15930,2978973,191718712
Oklahoma Gas & Electric Co.,130,2010,4,public_street_and_highway_lighting,251,62746,9093450
Oklahoma Gas & Electric Co.,130,2010,6,residential,668523,9552783,894761799
Oklahoma Gas & Electric Co.,130,2010,1,sales_for_resale,49,1978783,88456423
Oklahoma Gas & Electric Co.,130,2009,2,commercial,85399,6422374,439835891
Oklahoma Gas & Electric Co.,130,2009,3,industrial,9489,6479629,304666828
Oklahoma Gas & Electric Co.,130,2009,8,public_authorities,15727,2878968,159331992
Oklahoma Gas & Electric Co.,130,2009,4,public_street_and_highway_lighting,250,62059,8372218
Oklahoma Gas & Electric Co.,130,2009,5,rate_refunds,3882,,-560515
Oklahoma Gas & Electric Co.,130,2009,6,residential,663032,8744394,717915542
Oklahoma Gas & Electric Co.,130,2009,1,sales_for_resale,48,2293223,87540812
Oklahoma Gas & Electric Co.,130,2008,2,commercial,84491,6471249,478962880
Oklahoma Gas & Electric Co.,130,2008,3,industrial,9480,6966677,371712125
Oklahoma Gas & Electric Co.,130,2008,8,public_authorities,15274,2943338,181642128
Oklahoma Gas & Electric Co.,130,2008,4,public_street_and_highway_lighting,250,62758,8692703
Oklahoma Gas & Electric Co.,130,2008,5,rate_refunds,3882,,-403441
Oklahoma Gas & Electric Co.,130,2008,6,residential,657391,8962158,751165773
Oklahoma Gas & Electric Co.,130,2008,1,sales_for_resale,49,2756249,135198689
Oklahoma Gas & Electric Co.,130,2007,2,commercial,83537,6317091,450040859
Oklahoma Gas & Electric Co.,130,2007,3,industrial,9495,7036938,362334506
Oklahoma Gas & Electric Co.,130,2007,8,public_authorities,14812,2883076,172336362
Oklahoma Gas & Electric Co.,130,2007,4,public_street_and_highway_lighting,249,66705,9103632
Oklahoma Gas & Electric Co.,130,2007,5,rate_refunds,3882,,62459
Oklahoma Gas & Electric Co.,130,2007,6,residential,651482,8667389,706416931
Oklahoma Gas & Electric Co.,130,2007,1,sales_for_resale,49,2095094,107242712
Oklahoma Gas & Electric Co.,130,2006,2,commercial,82413,6180734,428302512
Oklahoma Gas & Electric Co.,130,2006,3,industrial,9494,7102003,345008064
Oklahoma Gas & Electric Co.,130,2006,8,public_authorities,14419,2795069,159610551
Oklahoma Gas & Electric Co.,130,2006,4,public_street_and_highway_lighting,250,86205,11422482
Oklahoma Gas & Electric Co.,130,2006,5,rate_refunds,3882,,-933861
Oklahoma Gas & Electric Co.,130,2006,6,residential,644467,8717214,698801103
Oklahoma Gas & Electric Co.,130,2006,1,sales_for_resale,48,1531647,68119005
Oklahoma Gas & Electric Co.,130,2005,2,commercial,81300,6002299,418946823
Oklahoma Gas & Electric Co.,130,2005,3,industrial,9423,7173585,355584255
Oklahoma Gas & Electric Co.,130,2005,8,public_authorities,13786,2722765,160928014
Oklahoma Gas & Electric Co.,130,2005,4,public_street_and_highway_lighting,249,92393,12195157
Oklahoma Gas & Electric Co.,130,2005,5,rate_refunds,3882,,-2044325
Oklahoma Gas & Electric Co.,130,2005,6,residential,635839,8548939,663564730
Oklahoma Gas & Electric Co.,130,2005,1,sales_for_resale,47,1536635,72649279
"Orange & Rockland Utilities, Inc",131,2020,2,commercial,31926,1708374,152554980
"Orange & Rockland Utilities, Inc",131,2020,3,industrial,142,348593,12884030
"Orange & Rockland Utilities, Inc",131,2020,8,public_authorities,3,98571,5591098
"Orange & Rockland Utilities, Inc",131,2020,4,public_street_and_highway_lighting,585,16041,3009014
"Orange & Rockland Utilities, Inc",131,2020,6,residential,203978,1668611,274696795
"Orange & Rockland Utilities, Inc",131,2020,1,sales_for_resale,3,193358,15112263
"Orange & Rockland Utilities, Inc",131,2019,2,commercial,31776,1845729,149895460
"Orange & Rockland Utilities, Inc",131,2019,3,industrial,141,376693,14445508
"Orange & Rockland Utilities, Inc",131,2019,8,public_authorities,2,97333,6736702
"Orange & Rockland Utilities, Inc",131,2019,4,public_street_and_highway_lighting,579,16877,3566391
"Orange & Rockland Utilities, Inc",131,2019,6,residential,202053,1615892,270045362
"Orange & Rockland Utilities, Inc",131,2019,1,sales_for_resale,3882,169886,17034520
"Orange & Rockland Utilities, Inc",131,2018,2,commercial,31552,1855267,149997493
"Orange & Rockland Utilities, Inc",131,2018,3,industrial,137,378127,16152762
"Orange & Rockland Utilities, Inc",131,2018,8,public_authorities,2,121486,10057194
"Orange & Rockland Utilities, Inc",131,2018,4,public_street_and_highway_lighting,572,18913,4334778
"Orange & Rockland Utilities, Inc",131,2018,6,residential,200452,1668063,288893160
"Orange & Rockland Utilities, Inc",131,2018,1,sales_for_resale,3,190720,19733274
"Orange & Rockland Utilities, Inc",131,2017,2,commercial,31318,1811741,150022329
